System,NodeID,SpeciesID,StageID,Stage,SpeciesID.StageID,WorkingName,OrganismalGroup,NodeType,Resolution,ResolutionNotes,Feeding,Lifestyle(stage),Lifestyle(species),ConsumerStrategy(stage),HabitatAffiliation,Mobility,Residency,NativeStatus,BodySize(g),BodySizeSD,BodySizeN,BodySizeEstimation,BodySizeNotes,Abundance(no./ha),Abundance95%CL,AbundanceDF,Biomass(kg/ha),Biomass95%CL,BiomassDF,BiomassEstimation,BiomassNotes,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Order,Suborder,Infraorder,Superfamily,Family,Genus,SpecificEpithet,NodeNotes
BSQ,129,89,1,adult,89.1,corophiid?,amphipod,taxon,Species,NA,feeding,free-living,free-living,detritivore,NA,low,resident,NA,0.00120054,9.0034e-4,12,population,individuals encountered during the random sampling described in Kuris et al. (2008),888208.86,2466063.15,4,1.0663345,2.96061928,4,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Arthropoda,Crustacea,NA,Malacostraca,NA,Amphipoda,NA,NA,NA,Corophiidae,NA,NA,NA
BSQ,130,90,1,adult,90.1,Western Encephalitis Mosquito,mosquito,life stage,Species,NA,feeding,free-living,free-living,micropredator,NA,intermediate,resident,NA,0.00217,NA,NA,species,literature (Gray & Bradley 2003),NA,NA,NA,NA,NA,NA,NA,NA,Animalia,Arthropoda,Hexapoda,NA,NA,NA,Diptera,NA,NA,NA,Culicidae,Culex,tarsalis,NA
BSQ,131,91,1,adult,91.1,cumacean,cumacean,taxon,Species,NA,feeding,free-living,free-living,predator,NA,low,resident,NA,0.00274,0.00154318,2,population,individuals encountered during the random sampling described in Kuris et al. (2008),148034.81,411010.525,4,0.4055668,1.12603392,4,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Arthropoda,Crustacea,NA,Malacostraca,NA,Cumacea,NA,NA,NA,NA,NA,NA,NA
BSQ,132,92,1,adult,92.1,cyclopoid copepod,copepod,taxon,Order,NA,feeding,free-living,free-living,predator,NA,low,resident,NA,8.28e-6,NA,NA,species,set equal to body size of those at csm,NA,NA,NA,0.050791,NA,NA,extrapolation from other estuary,"CSM plankton cores, adjusted for habitat area",Animalia,Arthropoda,Crustacea,NA,Copepoda,NA,Cyclopoida,NA,NA,NA,NA,NA,NA,NA
BSQ,134,94,1,adult,94.1,Ephydra,dipteran,life stage,Species,NA,feeding,free-living,free-living,predator,NA,intermediate,resident,NA,0.0337,NA,NA,approximation,estimate (0 .75 larva),NA,NA,NA,0.1213959,NA,NA,biomass vs. body size relationship,known biomass v. body size relationship across species (Hechinger et al. in prep)),Animalia,Arthropoda,Hexapoda,NA,NA,NA,Diptera,NA,NA,NA,Ephydridae,NA,NA,NA
BSQ,136,96,1,adult,96.1,gammaridean (red eye),amphipod,taxon,Species,NA,feeding,free-living,free-living,predator,NA,low,resident,NA,0.00501,0.00545836,16,population,individuals encountered during the random sampling described in Kuris et al. (2008),1323759.53,1694674.44,7.95740207,6.63,9.70231994,6.72285102,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Arthropoda,Crustacea,NA,Malacostraca,NA,Amphipoda,Gammaridea,NA,NA,NA,NA,NA,NA
BSQ,137,97,1,adult,97.1,gammaridean (red striped antennae),amphipod,taxon,Species,NA,feeding,free-living,free-living,predator,NA,low,resident,NA,0.00246,0.00252406,12,population,individuals encountered during the random sampling described in Kuris et al. (2008),888208.86,1992447.45,4,2.1830154,3.73725069,4,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Arthropoda,Crustacea,NA,Malacostraca,NA,Amphipoda,Gammaridea,NA,NA,NA,NA,NA,NA
BSQ,138,98,1,adult,98.1,gammaridean A (BSQc3),amphipod,taxon,Species,NA,feeding,free-living,free-living,predator,NA,low,resident,NA,0.00727,NA,1,population,individuals encountered during the random sampling described in Kuris et al. (2008),809189.4,20330.8161,7,3.593822,0.14774122,7,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Arthropoda,Crustacea,NA,Malacostraca,NA,Amphipoda,Gammaridea,NA,NA,NA,NA,NA,NA
BSQ,140,100,1,adult,100.1,harpacticoid,copepod,taxon,Order,NA,feeding,free-living,free-living,predator,NA,low,resident,NA,5.17e-6,NA,NA,approximation,approximated to copepod.thalassinidean,NA,NA,NA,0.2853421,NA,NA,extrapolation from other estuary,"CSM plankton cores, adjusted for habitat area",Animalia,Arthropoda,Crustacea,NA,Copepoda,NA,Harpacticoida,NA,NA,NA,NA,NA,NA,NA
BSQ,141,101,1,adult,101.1,Nebalia sp.,leptostracan,taxon,Species,NA,feeding,free-living,free-living,predator,NA,low,resident,NA,0.00542,0.00267672,27,population,individuals encountered during the random sampling described in Kuris et al. (2008),1213435.95,2354848.62,4.00083247,6.0651289,12.650399,4.00188114,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Arthropoda,Crustacea,NA,Malacostraca,NA,Leptostraca,NA,NA,NA,NA,Nebalia,sp.,NA
BSQ,143,103,1,adult,103.1,ostracod,ostracod,taxon,Species,NA,feeding,free-living,free-living,predator,NA,low,resident,NA,3.22e-5,1.36e-5,7,population,individuals encountered during the random sampling described in Kuris et al. (2008),518121.84,895776.672,4,0.0166929,0.0285947,4,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Arthropoda,Crustacea,NA,Ostracoda,NA,NA,NA,NA,NA,NA,NA,NA,NA
BSQ,144,104,1,adult,104.1,ostracod-planktonic,ostracod,taxon,Class,NA,feeding,free-living,free-living,predator,NA,low,resident,NA,3.61e-5,NA,NA,species,set equal to body size of those at csm,NA,NA,NA,0.2437971,NA,NA,extrapolation from other estuary,"CSM plankton cores, adjusted for habitat area",Animalia,Arthropoda,Crustacea,NA,Ostracoda,NA,NA,NA,NA,NA,NA,NA,NA,NA
BSQ,145,105,1,adult,105.1,Paracerceis sp.,isopod,taxon,Species,NA,feeding,free-living,free-living,predator,NA,low,resident,NA,0.00271741,0.00289729,9,population,individuals encountered during the random sampling described in Kuris et al. (2008),339059.15,830350.415,4.00355588,1.2246235,3.19352058,4.00016178,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Arthropoda,Crustacea,NA,Malacostraca,NA,Isopoda,NA,NA,NA,NA,Paracerceis,sp.,NA
BSQ,147,107,1,adult,107.1,staphylinid,beetle,taxon,Species,NA,feeding,free-living,free-living,predator,NA,low,resident,NA,0.00437988,0.00195152,4,population,individuals encountered during the random sampling described in Kuris et al. (2008),18772.86,40831.1057,7.00098888,0.0858238,0.18810164,7.00064876,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Arthropoda,Hexapoda,NA,NA,NA,Coleoptera,NA,NA,NA,Staphylinidae,NA,NA,NA
BSQ,148,108,1,adult,108.1,tanaidacean,tanaidacean,taxon,Species,NA,feeding,free-living,free-living,detritivore,NA,low,resident,NA,6.2244e-4,NA,1,population,individuals encountered during the random sampling described in Kuris et al. (2008),74017.41,205505.263,4,0.0460711,0.12791382,4,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Arthropoda,Crustacea,NA,Malacostraca,NA,Tanaidacea,NA,NA,NA,NA,NA,NA,NA
BSQ,149,109,1,adult,109.1,Salt Marsh Hopper,amphipod,taxon,Species,NA,feeding,free-living,free-living,detritivore,NA,low,resident,NA,0.00360519,0.00320614,9,population,individuals encountered during the random sampling described in Kuris et al. (2008),917222.52,1697745.32,4,3.3067643,5.94149537,4,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Arthropoda,Crustacea,NA,Malacostraca,NA,Amphipoda,NA,NA,NA,Talitridae,Traskorchestia,traskiana,NA
BSQ,150,110,1,adult,110.1,Salt Marsh Water Boatman,water boatman,taxon,Species,NA,feeding,free-living,free-living,predator,NA,low,resident,NA,0.00360519,NA,NA,approximation,approximated to Traskorchestia traskiana,NA,NA,NA,0.8436648,NA,NA,biomass vs. body size relationship,known biomass v. body size relationship across species (Hechinger et al. in prep)),Animalia,Arthropoda,Hexapoda,NA,NA,NA,Hemiptera,NA,NA,NA,Corixidae,Trichocorixia,sp.,NA
BSQ,151,86,2,larva,86.2,Black Salt Marsh Mosquito,mosquito,life stage,Species,NA,feeding,free-living,free-living,detritivore,NA,low,resident,NA,0.0025,NA,NA,species,weight of congener (Koenraadt 2008),NA,NA,NA,NA,NA,NA,NA,NA,Animalia,Arthropoda,Hexapoda,NA,NA,NA,Diptera,NA,NA,NA,Culicidae,Aedes,taeniorhynchus,NA
BSQ,152,90,2,larva,90.2,Western Encephalitis Mosquito,mosquito,life stage,Species,NA,feeding,free-living,free-living,detritivore,NA,low,resident,NA,0.00217,NA,NA,species,estimate from literature (Gray & Bradley 2003),NA,NA,NA,NA,NA,NA,NA,NA,Animalia,Arthropoda,Hexapoda,NA,NA,NA,Diptera,NA,NA,NA,Culicidae,Culex,tarsalis,NA
BSQ,154,94,2,larva,94.2,Ephydra,dipteran,life stage,Species,NA,feeding,free-living,free-living,predator,NA,low,resident,NA,0.0449813,NA,NA,species,applied CSM body size,212425.13,347365.851,4.00018009,1.2139594,2.14213726,4,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Arthropoda,Hexapoda,NA,NA,NA,Diptera,NA,NA,NA,Ephydridae,NA,NA,NA
BSQ,156,94,3,pupa,94.3,Ephydra,dipteran,life stage,Species,NA,nonfeeding,free-living,free-living,nonfeeding,NA,low,resident,NA,0.0449813,NA,NA,species,set equal to mass estimate from CSM,NA,NA,NA,0.016529,NA,NA,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Arthropoda,Hexapoda,NA,NA,NA,Diptera,NA,NA,NA,Ephydridae,NA,NA,NA
BSQ,157,111,1,adult,111.1,Calfornia Ghost Shrimp,burrowing shrimp,taxon,Species,NA,feeding,free-living,free-living,predator,NA,low,resident,NA,1.78292219,NA,1,population,individuals encountered during the random sampling described in Kuris et al. (2008),4950.21,13743.9825,4,8.8258368,24.5044514,4,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Arthropoda,Crustacea,NA,Malacostraca,NA,Decapoda,NA,NA,NA,Callianassidae,Neotrypaea,californiensis,NA
BSQ,160,114,1,adult,114.1,Striped Shore Crab,crab,taxon,Species,NA,feeding,free-living,free-living,predator,NA,low,resident,NA,5.14253495,5.02365786,200,population,individuals encountered during the random sampling described in Kuris et al. (2008),30727.71,48369.3182,4.00003669,143.72957,226.575959,4.00007617,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Arthropoda,Crustacea,NA,Malacostraca,NA,Decapoda,NA,NA,NA,Grapsidae,Pachygrapsus,crassipes,NA
BSQ,164,118,1,adult,118.1,Topsmelt,fish,taxon,Species,NA,feeding,free-living,free-living,predator,NA,high,resident,NA,4.32415193,1.62949591,12,population,individuals encountered during the random sampling described in Kuris et al. (2008),1223.52,1531.04089,4.17973193,5.0419562000000004,12.7319397,4.00000291,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Chordata,Vertebrata,NA,Osteichthyes,NA,Atheriniformes,NA,NA,NA,Atherinopsidae,Atherinops,affinis,NA
BSQ,165,119,1,adult,119.1,Arrow Goby,fish,taxon,Species,NA,feeding,free-living,free-living,predator,NA,low,resident,NA,0.42451003,NA,1,population,individuals encountered during the random sampling described in Kuris et al. (2008),132.08,262.827042,4,0.0560682,0.13044182000000001,4,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Chordata,Vertebrata,NA,Osteichthyes,NA,Perciformes,NA,NA,NA,Gobiidae,Clevelandia,ios,NA
BSQ,167,121,1,adult,121.1,California Killifish,fish,taxon,Species,NA,feeding,free-living,free-living,predator,NA,high,resident,NA,5.18,17.5975622,14,population,individuals encountered during the random sampling described in Kuris et al. (2008),4208.21,6084.92721,4.00039866,21.266497,33.706846,4.00042567,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Chordata,Vertebrata,NA,Osteichthyes,NA,Cyprinodontiformes,NA,NA,NA,Fundulidae,Fundulus,parvipinnis,NA
BSQ,168,122,1,adult,122.1,Long-jawed Mudsucker,fish,taxon,Species,NA,feeding,free-living,free-living,predator,NA,low,resident,NA,14.6745179,11.2546863,7,population,individuals encountered during the random sampling described in Kuris et al. (2008),72.8,68.8604635,7,1.0703675,1.12204057,7,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Chordata,Vertebrata,NA,Osteichthyes,NA,Perciformes,NA,NA,NA,Gobiidae,Gillichthys,mirabilis,NA
BSQ,171,125,1,adult,125.1,Diamond Turbot,fish,taxon,Species,NA,feeding,free-living,free-living,predator,NA,intermediate,resident,NA,9.4766825,129.282907,3,population,individuals encountered during the random sampling described in Kuris et al. (2008),102.22,171.90803,4.00000135,0.9518263,2.03864704,4.00000404,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Chordata,Vertebrata,NA,Osteichthyes,NA,Pleuronectiformes,NA,NA,NA,Plueronectidae,Hypsopsetta,guttulata,NA
BSQ,174,128,1,adult,128.1,Mullet,fish,taxon,Species,NA,feeding,free-living,free-living,predator,NA,intermediate,resident,NA,126,171.393108,4,population,individuals encountered during the random sampling described in Kuris et al. (2008),9.57,8.89123657,7,1.201841,2.58561466,7,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Chordata,Vertebrata,NA,Osteichthyes,NA,Mugiliformes,NA,NA,NA,Mugilidae,Mugil,cephalus,NA
BSQ,176,130,1,adult,130.1,Sicklefin Smoothhound,elasmobranch,taxon,Species,NA,feeding,free-living,free-living,predator,NA,high,resident,NA,1260,NA,NA,species,applied L to W regressions (FishBase) to estimates on general L of species in estuaries,NA,NA,NA,0.0764221,NA,NA,"quantification, limited sampling",body weight multiplied by abundance estimates from Rosales Casiàn (1997),Animalia,Chordata,Vertebrata,NA,Chondrichthyes,NA,Carcharhiniformes,NA,NA,NA,Triakidae,Mustelus,lunulatus,NA
BSQ,177,131,1,adult,131.1,California Bat Ray,elasmobranch,taxon,Species,NA,feeding,free-living,free-living,predator,NA,high,resident,NA,353.273946,NA,NA,species,applied L to W regressions (FishBase) to estimates on general L of species in estuaries,NA,NA,NA,0.0859654,NA,NA,"quantification, limited sampling",body weight multiplied by abundance estimates from Rosales Casiàn (1997),Animalia,Chordata,Vertebrata,NA,Chondrichthyes,NA,Rajiformes,NA,NA,NA,Myliobatidae,Myliobatis,californica,NA
BSQ,180,134,1,adult,134.1,Thornback Ray,elasmobranch,taxon,Species,NA,feeding,free-living,free-living,predator,NA,high,resident,NA,434.268491,NA,NA,species,applied L to W regressions (FishBase) to estimates on general L of species in estuaries,NA,NA,NA,0.4226982,NA,NA,"quantification, limited sampling",body weight multiplied by abundance estimates from Rosales Casiàn (1997),Animalia,Chordata,Vertebrata,NA,Chondrichthyes,NA,Rajiformes,NA,NA,NA,Rhinobatidae,Platyrhinoidis,triseriata,NA
BSQ,182,136,1,adult,136.1,Shadow Goby,fish,taxon,Species,NA,feeding,free-living,free-living,predator,NA,low,resident,NA,1.39482988,1.15765876,4,population,individuals encountered during the random sampling described in Kuris et al. (2008),1700.09,2110.93717,4,2.3713325,2.59060423,4,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Chordata,Vertebrata,NA,Osteichthyes,NA,Perciformes,NA,NA,NA,Gobiidae,Quietula,y-cauda,NA
BSQ,183,137,1,adult,137.1,Shovelnose Guitarfish,elasmobranch,taxon,Species,NA,feeding,free-living,free-living,predator,NA,high,resident,NA,2048,NA,NA,species,applied L to W regressions (FishBase) to estimates on general L of species in estuaries,NA,NA,NA,0.373769,NA,NA,"quantification, limited sampling",body weight multiplied by abundance estimates from Rosales Casiàn (1997),Animalia,Chordata,Vertebrata,NA,Chondrichthyes,NA,Rajiformes,NA,NA,NA,Rhinobatidae,Rhinobatos,productus,NA
BSQ,184,138,1,adult,138.1,Pipefish,fish,taxon,Species,NA,feeding,free-living,free-living,predator,NA,low,resident,NA,0.53749645,0.86581496,4,population,individuals encountered during the random sampling described in Kuris et al. (2008),111.8,154.849562,10.5452091,0.0565924,0.09012922,6.17980982,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Chordata,Vertebrata,NA,Osteichthyes,NA,Syngnathiformes,NA,NA,NA,Syngnathidae,Syngnathus,leptorhynchus,NA
BSQ,186,140,1,adult,140.1,Haller's Round Ray,elasmobranch,taxon,Species,NA,feeding,free-living,free-living,predator,NA,high,resident,NA,467.2,NA,NA,species,applied L to W regressions (FishBase) to estimates on general L of species in estuaries,NA,NA,NA,1.2126727,NA,NA,"quantification, limited sampling",body weight multiplied by abundance estimates from Rosales Casiàn (1997),Animalia,Chordata,Vertebrata,NA,Chondrichthyes,NA,Rajiformes,NA,NA,NA,Urolophidae,Urolophus,halleri,NA
BSQ,191,145,1,adult,145.1,American Wigeon,bird,taxon,Species,NA,feeding,free-living,free-living,predator,NA,high,migrant,NA,780,NA,NA,species,"literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)",0.01,0.13764719,22,0.0107948,0.10736481,22,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Chordata,Vertebrata,NA,Aves,NA,Anseriformes,NA,NA,NA,Anatidae,Anas,americana,NA
BSQ,192,146,1,adult,146.1,Black-bellied Plover,bird,taxon,Species,NA,feeding,free-living,free-living,predator,NA,high,migrant,NA,225.5,NA,NA,species,"literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)",0.53,1.87452123,22,0.1192151,0.42270454,22,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Chordata,Vertebrata,NA,Aves,NA,Charadriiformes,NA,NA,NA,Chardridae,Pluvialis,squatarola,NA
BSQ,193,147,1,adult,147.1,Black-crowned Night Heron,bird,taxon,Species,NA,feeding,free-living,free-living,predator,NA,high,migrant,NA,869.6,NA,NA,species,"literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)",0.16,0.60485083,22,0.1371973,0.52597828,22,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Chordata,Vertebrata,NA,Aves,NA,Ciconiiformes,NA,NA,NA,Ardeidae,Nycticorax,nycticorax,NA
BSQ,194,148,1,adult,148.1,Belted Kingfisher,bird,taxon,Species,NA,feeding,free-living,free-living,predator,NA,high,migrant,NA,147.6,NA,NA,species,"literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)",0.01,0.06844717,22,0.0020427,0.0101028,22,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Chordata,Vertebrata,NA,Aves,NA,Coraciiformes,NA,NA,NA,Alcedinidae,Ceryle,alcyon,NA
BSQ,198,152,1,adult,152.1,Brant,bird,taxon,Species,NA,feeding,free-living,free-living,predator,NA,high,migrant,NA,1457.5,NA,NA,species,"literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)",1.4,10.2225482,22,2.0413165,14.899364,22,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Chordata,Vertebrata,NA,Aves,NA,Anseriformes,NA,NA,NA,Anatidae,Branta,bernicla,NA
BSQ,199,153,1,adult,153.1,Brown Pelican,bird,taxon,Species,NA,feeding,free-living,free-living,predator,NA,high,migrant,NA,3057,NA,NA,species,"literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)",NA,NA,NA,0.0211537,NA,NA,"quantification, estuary-wide sampling",Kuris et al. (2008); only present in summer,Animalia,Chordata,Vertebrata,NA,Aves,NA,Pelicaniformes,NA,NA,NA,Pelicanidae,Pelecanus,occidentalis,NA
BSQ,202,156,1,adult,156.1,Cattle Egret,bird,taxon,Species,NA,feeding,free-living,free-living,predator,NA,high,migrant,NA,365.4,NA,NA,species,"literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)",0,0.02752944,22,0.0010114,0.01005926,22,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Chordata,Vertebrata,NA,Aves,NA,Ciconiiformes,NA,NA,NA,Ardeidae,Bubulcus,ibis,NA
BSQ,203,157,1,adult,157.1,California Gull,bird,taxon,Species,NA,feeding,free-living,free-living,predator,NA,high,migrant,NA,738,NA,NA,species,"literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)",NA,NA,NA,NA,NA,NA,NA,NA,Animalia,Chordata,Vertebrata,NA,Aves,NA,Charadriiformes,NA,NA,NA,Laridae,Larus,californicus,NA
BSQ,204,158,1,adult,158.1,Caspian Tern,bird,taxon,Species,NA,feeding,free-living,free-living,predator,NA,high,migrant,NA,655.5,NA,NA,species,"literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)",0.01,0.04546337,22,0.0054431,0.02980124,22,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Chordata,Vertebrata,NA,Aves,NA,Charadriiformes,NA,NA,NA,Laridae,Sterna,caspia,NA
BSQ,206,160,1,adult,160.1,Clapper Rail,bird,taxon,Species,NA,feeding,free-living,free-living,predator,NA,high,resident,NA,289.15,NA,NA,species,"literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)",0.02,0.07140307,22,0.004802,0.0206462,22,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Chordata,Vertebrata,NA,Aves,NA,Gruiformes,NA,NA,NA,Rallidae,Rallus,longirostrus,NA
BSQ,208,162,1,adult,162.1,Common Loon,bird,taxon,Species,NA,feeding,free-living,free-living,predator,NA,high,migrant,NA,4100,NA,NA,species,"literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)",0,0.02752944,22,0.0113484,0.1128707,22,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Chordata,Vertebrata,NA,Aves,NA,Gaviidormes,NA,NA,NA,Gaviidae,Gavia,immer,NA
BSQ,209,163,1,adult,163.1,Double-crested Cormorant,bird,taxon,Species,NA,feeding,free-living,free-living,predator,NA,high,resident,NA,2254.5,NA,NA,species,"literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)",0.02,0.14590839,22,0.0436817,0.32895046,22,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Chordata,Vertebrata,NA,Aves,NA,Pelicaniformes,NA,NA,NA,Pelicanidae,Phalacrocorax,penicillatus,NA
BSQ,210,164,1,adult,164.1,Dunlin,bird,taxon,Species,NA,feeding,free-living,free-living,predator,NA,high,migrant,NA,51.45,NA,NA,species,"literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)",0.62,3.66173526,22,0.0317572,0.18839628,22,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Chordata,Vertebrata,NA,Aves,NA,Charadriiformes,NA,NA,NA,Scolopacidae,Calidris,alpina,NA
BSQ,211,165,1,adult,165.1,Eared Grebe,bird,taxon,Species,NA,feeding,free-living,free-living,predator,NA,high,migrant,NA,397.5,NA,NA,species,"literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)",0.01,0.0858604,22,0.004401,0.03412951,22,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Chordata,Vertebrata,NA,Aves,NA,Podicipediformes,NA,NA,NA,Podicipedidae,Podiceps,nigricollis,NA
BSQ,212,166,1,adult,166.1,Elegant Tern,bird,taxon,Species,NA,feeding,free-living,free-living,predator,NA,high,migrant,NA,219,NA,NA,species,"literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)",0.03,0.24818171,22,0.0066679,0.0543518,22,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Chordata,Vertebrata,NA,Aves,NA,Charadriiformes,NA,NA,NA,Laridae,Sterna,elegans,NA
BSQ,213,167,1,adult,167.1,Forster's Tern,bird,taxon,Species,NA,feeding,free-living,free-living,predator,NA,high,migrant,NA,158,NA,NA,species,"literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)",0.03,0.11167097,22,0.0048106,0.01764401,22,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Chordata,Vertebrata,NA,Aves,NA,Charadriiformes,NA,NA,NA,Laridae,Sterna,forsteri,NA
BSQ,214,168,1,adult,168.1,Great Blue Heron,bird,taxon,Species,NA,feeding,free-living,free-living,predator,NA,high,migrant,NA,2400,NA,NA,species,"literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)",0.07,0.18373803,22,0.1727173,0.44097127,22,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Chordata,Vertebrata,NA,Aves,NA,Ciconiiformes,NA,NA,NA,Ardeidae,Ardea,herodius,NA
BSQ,215,169,1,adult,169.1,Great Egret,bird,taxon,Species,NA,feeding,free-living,free-living,predator,NA,high,migrant,NA,873.5,NA,NA,species,"literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)",0.13,0.31846002,22,0.1112172,0.27817483,22,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Chordata,Vertebrata,NA,Aves,NA,Ciconiiformes,NA,NA,NA,Ardeidae,Egretta,alba,NA
BSQ,217,171,1,adult,171.1,Greater Scaup,bird,taxon,Species,NA,feeding,free-living,free-living,predator,NA,high,migrant,NA,970,NA,NA,species,"literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)",0.01,0.05505888,22,0.0053697,0.05340711,22,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Chordata,Vertebrata,NA,Aves,NA,Anseriformes,NA,NA,NA,Anatidae,Athya,marila,NA
BSQ,218,172,1,adult,172.1,Greater Yellowlegs,bird,taxon,Species,NA,feeding,free-living,free-living,predator,NA,high,migrant,NA,165,NA,NA,species,"literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)",0.05,0.17192129,22,0.0086774,0.02836701,22,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Chordata,Vertebrata,NA,Aves,NA,Charadriiformes,NA,NA,NA,Scolopacidae,Tringa,melanoleuca,NA
BSQ,221,175,1,adult,175.1,Long-billed Curlew,bird,taxon,Species,NA,feeding,free-living,free-living,predator,NA,high,migrant,NA,754.5,NA,NA,species,"literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)",0.14,0.35817136,22,0.1065076,0.27024029,22,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Chordata,Vertebrata,NA,Aves,NA,Charadriiformes,NA,NA,NA,Scolopacidae,Numenius,americanus,NA
BSQ,222,176,1,adult,176.1,Long-billed Dowitcher,bird,taxon,Species,NA,feeding,free-living,free-living,predator,NA,high,migrant,NA,104.5,NA,NA,species,"literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)",0.03,0.11136206,22,0.0028925,0.01163734,22,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Chordata,Vertebrata,NA,Aves,NA,Charadriiformes,NA,NA,NA,Scolopacidae,Limnodromus,scilopaceus,NA
BSQ,224,178,1,adult,178.1,Least Sandpiper,bird,taxon,Species,NA,feeding,free-living,free-living,predator,NA,high,migrant,NA,20.9,NA,NA,species,"literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)",1.7,3.71415625,22,0.0355194,0.07762587,22,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Chordata,Vertebrata,NA,Aves,NA,Charadriiformes,NA,NA,NA,Scolopacidae,Calidris,minutilla,NA
